,UserID,Item1,Item2,bitClassification
1131,5256,3020,3551,1
1132,1395,301,253,0
1133,4081,2502,85,1
1134,4916,911,2880,1
1135,3021,3349,2473,1
1136,477,840,2270,0
1137,2904,2013,1571,0
1138,784,2013,1497,0
1139,436,299,1595,0
1140,833,125,2560,1
1141,4389,193,2936,1
1142,3418,3636,1873,0
1143,1422,2419,1095,1
1144,4017,1849,1646,0
1145,780,2868,2830,0
1146,4828,1503,2959,1
1147,2070,559,531,1
1148,4453,2290,149,1
1149,3685,2905,1987,1
1150,4396,2913,3447,0
1151,464,3612,934,1
1152,5372,3408,40,1
1153,5158,464,2935,1
1154,4684,2333,1633,0
1155,5921,492,2532,1
1156,2997,406,429,0
1157,1220,2682,860,0
1158,2600,695,2626,1
1159,3830,2842,593,0
1160,3631,3604,2955,0
1161,911,2409,3309,0
1162,4847,532,2585,0
1163,2448,2507,506,0
1164,5004,616,102,1
1165,5229,475,102,1
1166,3062,1492,1914,1
1167,5818,2909,1483,1
1168,2795,1456,1791,1
1169,2974,1159,1320,1
1170,2989,75,3432,0
1171,4674,848,1771,0
1172,222,1010,2609,1
1173,269,260,203,0
1174,3050,3191,3274,1
1175,4880,755,1692,1
1176,2207,2513,331,0
1177,581,52,3481,0
1178,429,3064,2697,0
1179,2340,531,3091,1
1180,4084,3003,196,0
1181,3985,3521,3112,1
1182,975,2866,91,0
1183,5126,736,870,0
1184,398,463,733,1
1185,1534,218,2340,0
1186,491,540,2076,0
1187,381,1452,782,1
1188,3166,2211,1607,0
1189,5508,1002,217,0
1190,492,1147,3358,0
1191,848,3312,924,0
1192,5462,561,28,1
1193,2538,2608,1060,0
1194,678,2114,1880,1
1195,3103,888,2705,1
1196,3935,2192,2407,1
1197,1524,1784,845,0
1198,4692,2276,1502,1
1199,7,1782,3598,1
1200,2308,2582,2993,1
1201,4376,3401,2970,1
1202,1846,1760,3113,0
1203,4869,1360,3587,0
1204,5643,2173,1875,1
1205,3741,2072,2814,1
1206,5382,2400,2805,0
1207,4201,2714,2425,1
1208,4198,1790,3689,1
1209,1984,1555,3309,0
1210,3083,197,395,0
1211,1317,1662,1155,0
1212,5424,2583,408,1
1213,1717,2463,1317,0
1214,3875,312,3511,0
1215,1924,1344,1731,0
1216,2285,1614,3373,1
1217,248,2553,2511,0
1218,1688,2793,1366,0
1219,3257,1993,307,1
1220,4402,1477,3583,1
1221,196,3544,541,1
1222,3603,2173,1603,1
1223,2032,3275,3634,0
1224,4544,3108,2102,1
1225,364,589,3220,0
1226,2937,2999,3031,1
1227,184,114,648,1
1228,4551,483,3523,1
1229,4002,855,3003,1
1230,4872,185,405,1
1231,847,2122,223,1
1232,1186,3694,1439,1
1233,3870,2500,1529,1
1234,1951,1004,185,0
1235,6001,1146,2057,0
1236,4230,3113,3237,1
1237,1093,3283,1743,1
1238,1916,1392,1018,0
1239,3115,2444,3549,1
1240,3553,2781,408,1
1241,2171,670,3663,1
1242,5447,2602,1815,0
1243,873,3694,969,0
1244,4243,1390,647,1
1245,5925,1062,76,0
1246,4936,1360,2232,0
1247,4894,766,1545,0
1248,5916,1025,1308,1
1249,5147,1833,123,0
1250,2956,1295,920,1
1251,4153,1329,368,0
1252,3040,3593,3436,1
1253,2437,2087,535,1
1254,3067,1232,2408,0
1255,3860,952,602,1
1256,2982,127,747,0
1257,740,1147,2023,0
1258,5344,175,3332,1
1259,39,1391,405,1
1260,3692,3110,2875,0
1261,4342,1314,418,0
1262,5175,1566,2936,1
1263,3853,1045,3234,1
1264,947,1909,1071,0
1265,309,1596,2418,0
1266,4930,1524,959,0
1267,5772,2777,880,1
1268,5429,2606,406,1
1269,5989,167,377,1
1270,668,2470,1590,0
1271,5301,3544,765,0
1272,4913,109,985,1
1273,1992,3152,2553,1
1274,1152,1577,2422,1
1275,2238,1332,1338,1
1276,4931,40,1071,0
1277,1909,1524,2999,0
1278,4934,1702,2814,1
1279,3635,1154,198,0
1280,738,467,2150,0
1281,2096,562,2697,1
1282,3695,1155,3532,1
1283,5707,3173,410,1
1284,461,2892,1381,0
1285,2378,972,485,1
1286,5808,3527,2537,0
1287,3488,3473,125,1
1288,4474,842,3448,0
1289,1149,3697,1175,1
1290,2173,2290,2008,0
1291,5303,1505,1287,0
1292,6004,654,131,0
1293,5317,1800,2624,1
1294,5738,879,1662,1
1295,2245,1338,2394,1
1296,5820,2094,477,1
1297,1449,247,2145,0
1298,5465,171,200,1
1299,4819,497,2597,0
1300,1733,3639,3436,1
1301,2689,112,115,1
1302,1459,1898,2860,0
1303,4987,782,3041,0
1304,5802,2999,3370,0
1305,908,2390,3373,1
1306,729,2431,1432,0
1307,3127,73,1268,1
1308,4288,2609,3064,0
1309,2678,2379,227,0
1310,1124,3638,2270,1
1311,3885,1802,2731,1
1312,999,866,28,1
1313,4907,2700,2774,1
1314,2460,814,556,0
1315,4349,851,1776,0
1316,4972,1759,2763,0
1317,5978,1229,313,1
1318,1917,1239,392,0
1319,4500,3345,1173,1
1320,5143,2848,2659,1
1321,763,277,3614,1
1322,5231,389,876,1
1323,4781,538,1682,0
1324,474,855,290,1
1325,3283,2473,1052,0
1326,2615,973,2425,1
1327,4796,2669,1608,0
1328,4193,3423,374,0
1329,1356,924,1360,1
1330,4042,778,1304,1
1331,4649,3706,2102,1
1332,5423,1654,2814,1
1333,5731,1156,564,0
1334,3064,2637,3514,0
1335,3478,2452,1338,1
1336,788,1436,1039,0
1337,5566,2936,1124,0
1338,2803,2090,2821,0
1339,909,284,1388,0
1340,3260,1489,2845,0
1341,1376,2346,995,1
1342,4749,533,2717,0
1343,1216,2291,1286,1
1344,5230,245,313,1
1345,350,1154,2346,0
1346,2838,2195,1877,1
1347,3659,2561,2324,1
1348,600,1888,163,0
1349,3712,664,406,1
1350,1227,2473,1102,0
1351,2421,1908,2490,1
1352,418,3578,1286,1
1353,4753,1189,1420,0
1354,1309,312,2815,1
1355,5885,937,3424,0
1356,673,3642,3672,1
1357,5683,628,3381,1
1358,36,1019,3493,0
1359,5292,817,3373,1
1360,424,1495,55,0
1361,5877,749,2248,0
1362,766,2455,376,0
1363,1189,2431,3004,0
1364,4550,1253,1439,0
1365,5795,510,1960,0
1366,2222,2019,1339,1
1367,1502,2627,1026,0
1368,815,292,1967,0
1369,725,1897,2766,1
1370,1879,1805,3283,0
1371,682,1853,449,1
1372,4709,2047,2660,1
1373,5459,1367,8,1
1374,4533,1737,408,1
1375,2120,95,3365,1
1376,1460,1422,3677,1
1377,4595,1263,983,1
1378,5886,106,35,1
1379,1621,613,641,1
1380,517,1047,2509,0
1381,2395,334,517,0
1382,5629,199,3369,1
1383,2077,1586,1677,1
1384,1899,2852,3373,1
1385,1613,814,414,0
1386,4441,910,2243,1
1387,5639,3229,3274,1
1388,2450,2821,2814,1
1389,1350,1782,1190,1
1390,2653,339,1385,0
1391,62,2933,279,1
1392,5869,1900,1804,0
1393,5817,2060,697,1
1394,1508,3010,3337,1
1395,2593,3129,361,1
1396,5104,1838,127,1
1397,430,3422,2366,0
1398,5572,1338,2462,1
1399,4854,26,2814,1
1400,2220,2669,2417,1
1401,1247,2479,1631,1
1402,4667,1002,1064,0
1403,4912,1663,2151,1
1404,2370,2146,3142,1
1405,5684,1262,473,1
1406,4149,2734,287,1
1407,3323,109,657,0
1408,2849,1732,215,0
1409,3229,2404,2093,1
1410,3268,2232,538,1
1411,3237,1371,541,1
1412,5522,3569,2458,1
1413,2432,158,1176,1
1414,4519,161,938,0
1415,90,645,497,1
1416,5546,3435,59,0
1417,2055,685,2009,1
1418,4864,2189,538,1
1419,2243,485,2069,0
1420,3126,2379,3536,0
1421,5576,1816,3226,0
1422,3570,2764,2931,1
1423,2389,546,851,1
1424,1457,3195,3006,0
1425,5427,2669,2878,0
1426,4188,1335,299,1
1427,1333,315,2370,0
1428,2449,2580,789,0
1429,2056,3663,639,1
1430,2872,190,1397,1
1431,325,320,722,0
1432,3079,3134,3640,1
1433,3398,1571,1782,1
1434,4835,1231,2099,1
1435,1217,2501,733,1
1436,3963,1182,564,1
1437,105,58,639,1
1438,1854,2621,498,1
1439,5892,1145,1439,1
1440,4134,3550,1950,0
1441,3084,2859,1563,1
1442,2456,3615,986,1
1443,3291,1319,697,1
1444,4795,473,2528,0
1445,4977,3541,2633,1
1446,3579,507,476,1
1447,5548,2411,271,1
1448,2988,2032,2748,1
1449,4253,1918,2815,1
1450,4330,2536,3687,0
1451,1852,1924,2272,1
1452,4981,1970,1833,1
1453,2824,2269,1900,1
1454,5781,535,1240,0
1455,4606,473,579,0
1456,427,166,3098,1
1457,2242,1874,2295,0
1458,1127,2467,188,1
1459,63,3373,1489,0
1460,659,1310,2426,0
1461,2274,313,1118,0
1462,4338,14,3028,0
1463,326,1724,2016,1
1464,4554,511,3146,1
1465,1514,2263,2021,0
1466,4881,559,1162,1
1467,268,3003,878,0
1468,1656,43,2184,1
1469,4780,1905,147,0
1470,3356,602,3183,0
1471,2551,1897,2458,1
1472,3673,2246,140,0
1473,5125,639,1179,0
1474,1815,634,1387,0
1475,4724,3477,1596,1
1476,567,3265,313,1
1477,4430,261,3120,0
1478,3338,1768,2746,0
1479,1864,409,2293,0
1480,5917,3088,2241,1
1481,4637,3152,2630,1
1482,640,2415,3106,1
1483,4211,1064,297,1
1484,3447,2453,1874,1
1485,2134,18,2514,0
1486,5679,66,478,0
1487,2666,2725,1338,1
1488,4703,3386,1388,1
1489,4306,636,3523,1
1490,613,2821,2261,1
1491,5162,3634,2240,1
1492,1667,2211,19,0
1493,4229,730,3310,0
1494,1452,2645,2696,0
1495,6031,2699,1502,0
1496,1137,491,2565,0
1497,3341,2559,2986,1
1498,1496,3248,1930,1
1499,3387,2639,938,0
1500,3109,1891,419,0
1501,2967,825,1806,1
1502,152,3104,1011,1
1503,1031,3405,1144,0
1504,257,1002,2640,0
1505,4600,2406,193,0
1506,1047,1310,2131,0
1507,97,3636,291,0
1508,2970,3681,1707,1
1509,4983,3142,406,1
1510,153,1712,3681,0
1511,1813,2832,1900,0
1512,2300,1224,2750,0
1513,2847,2211,222,0
1514,1034,127,3197,0
1515,5419,1885,1894,0
1516,1727,1707,637,0
1517,495,1095,932,0
1518,5544,641,835,0
1519,3301,1646,602,1
1520,5208,2016,2880,0
1521,5516,1893,2871,1
1522,3027,520,1253,1
1523,5879,1502,2878,0
1524,2135,2758,3621,0
1525,1194,1411,279,1
1526,3223,2488,2584,0
1527,4892,1591,1189,1
1528,3172,549,1586,0
1529,4255,517,1711,0
1530,5913,857,3384,0
1531,2606,2419,366,0
1532,1694,1550,1584,1
1533,4633,2270,3091,1
1534,3343,1568,1100,0
1535,3377,1888,567,0
1536,3023,1635,66,1
1537,5458,1828,1652,1
1538,607,727,2028,1
1539,2635,3317,726,1
1540,4590,1275,1693,1
1541,1661,2155,1856,1
1542,131,310,2458,1
1543,3170,313,2636,0
1544,1944,85,2126,0
1545,5604,2336,1105,0
1546,5426,1550,2214,0
1547,3419,2430,3434,0
1548,4888,3523,2185,0
1549,1195,893,3016,1
1550,4527,361,1582,0
1551,1188,1,2426,0
1552,2521,1215,3620,1
1553,2068,1139,3172,1
1554,2569,2073,2215,1
1555,2763,2836,647,0
1556,2693,349,8,1
1557,5631,405,12,0
1558,2651,405,3521,0
1559,5669,572,988,1
1560,4537,312,1879,0
1561,38,2752,945,0
1562,3742,592,249,1
1563,87,788,3583,0
1564,513,1918,3104,1
1565,809,1707,2708,0
1566,4286,954,343,1
1567,2994,2018,1922,1
1568,3995,1589,548,1
1569,4558,2977,145,0
1570,200,65,3348,0
1571,5911,60,2069,0
1572,5358,2495,290,1
1573,5102,3618,792,0
1574,2740,1693,1461,0
1575,4279,453,955,1
1576,1811,3072,1784,0
1577,5776,1512,756,1
1578,1635,3618,880,0
1579,812,3366,3604,1
1580,1130,1997,2190,0
1581,957,460,3373,1
1582,2294,2484,223,1
1583,3141,3411,995,1
1584,5131,647,2363,0
1585,4191,2985,3550,0
1586,2681,512,3112,0
1587,1451,1254,3515,0
1588,3632,3435,99,0
1589,5022,1464,277,1
1590,1366,3686,2084,0
1591,3811,3522,3336,0
1592,186,1294,2814,1
1593,2185,1431,2901,1
1594,2779,1529,509,0
1595,1671,317,795,1
1596,3479,3035,105,0
1597,5110,2291,2604,1
1598,5827,174,1549,0
1599,5468,348,1450,0
1600,1886,3301,2330,0
1601,4240,2993,783,0
1602,383,1529,320,0
1603,5228,1707,292,0
1604,1119,1028,731,0
1605,3988,1041,1593,0
1606,3455,1272,2812,1
1607,967,1662,2080,1
1608,2980,1487,3280,0
1609,2959,3427,1183,1
1610,3473,3429,727,1
1611,4885,1614,1137,0
1612,2574,2276,2357,1
1613,5392,2525,2819,1
1614,4285,3208,986,1
1615,4390,3057,2188,0
1616,166,342,2044,0
1617,1970,3641,865,0
1618,4798,1158,860,1
1619,528,986,1576,0
1620,2616,3547,884,0
1621,3676,1611,2600,0
1622,3931,3009,2992,0
1623,3428,3141,1707,1
1624,1956,1036,1814,0
1625,1943,1000,3675,1
1626,2333,892,3499,0
1627,3029,2090,1091,0
1628,4505,1434,2107,1
1629,1586,1343,2427,1
1630,5680,2167,359,1
1631,2391,3295,1351,1
1632,2886,676,2370,0
1633,4302,2830,943,0
1634,454,1568,2804,0
1635,3713,430,39,1
1636,4354,3279,2035,0
1637,4773,406,486,0
1638,5377,1023,3233,1
1639,4351,2142,2614,1
1640,1833,1695,2937,0
1641,2030,3330,1561,0
1642,542,2625,3070,0
1643,4702,427,1190,1
1644,1888,223,256,1
1645,4205,449,1853,0
1646,2783,1570,3577,0
1647,948,2242,3009,1
1648,5780,3536,2666,0
1649,2503,2811,814,1
1650,706,3069,780,1
1651,3760,5,72,1
1652,5239,1012,406,1
1653,5407,88,548,1
1654,4150,1199,3116,0
1655,4675,3370,519,0
1656,3302,3197,763,1
1657,2706,3195,644,1
1658,4752,403,3437,0
1659,3466,3361,1404,0
1660,1106,1785,2646,0
1661,2558,3359,1639,1
1662,3978,141,3207,1
1663,1463,83,3373,1
1664,4579,2456,964,1
1665,5332,1777,971,0
1666,3294,113,3154,1
1667,3550,1652,3098,1
1668,5048,1306,2447,1
1669,1294,3689,2745,1
1670,2605,361,764,0
1671,4420,3003,238,0
1672,2239,745,783,0
1673,437,2968,1701,1
1674,1530,1986,1001,0
1675,685,1053,1432,0
1676,2726,3463,3532,1
1677,5464,1091,3083,0
1678,4915,1521,3238,1
1679,2736,1290,3153,0
1680,3306,1769,836,1
1681,5402,703,1138,0
1682,3852,134,65,1
1683,4732,2213,313,1
1684,5186,1659,1503,1
1685,4131,1386,1438,1
1686,1819,3349,232,0
1687,2806,624,1,1
1688,866,236,3678,1
1689,3693,1227,2246,1
1690,3726,280,429,1
1691,5334,3329,3600,1
1692,3120,241,1939,1
1693,2059,3660,888,1
1694,6026,568,3292,1
1695,1816,2329,1701,0
1696,2270,2830,3256,0
1697,2009,577,2705,1
1698,392,1949,2230,1
1699,5393,1049,986,1
1700,588,532,2197,0
1701,3998,3072,3095,0
1702,5624,3667,3013,0
1703,2199,417,435,1
1704,4524,3110,314,1
1705,1415,1060,721,1
1706,2085,863,2339,1
1707,4400,60,1675,0
1708,4365,3187,3525,0
1709,331,126,614,0
1710,1922,2619,3238,1
1711,5012,1194,2411,1
1712,5528,1379,1496,0
1713,4511,1705,1384,1
1714,5499,1639,741,0
1715,4569,406,804,0
1716,4583,2229,3101,0
1717,1282,909,3408,1
1718,4969,2592,83,0
1719,468,3351,1693,1
1720,4328,3583,3174,1
1721,5238,1110,534,0
1722,4807,814,750,0
1723,1214,340,1611,1
1724,3887,2233,1611,1
1725,3545,2646,192,1
1726,5015,1969,757,0
1727,2050,639,1185,0
1728,2585,3617,2412,1
1729,1946,2499,406,1
1730,3054,2346,1400,0
1731,846,522,2252,1
1732,5139,3496,277,1
1733,800,2727,3024,0
1734,1003,3582,1230,1
1735,2468,1854,3229,0
1736,4763,1184,2903,0
1737,5674,696,3677,1
1738,4223,294,3411,1
1739,5442,3409,1440,1
1740,1182,2370,726,1
1741,1265,410,3523,1
1742,4030,1213,3476,1
1743,2943,2248,2799,0
1744,3259,3635,3681,0
1745,3287,2578,1394,1
1746,162,1660,558,1
1747,2717,1365,1618,1
1748,1032,820,628,1
1749,684,40,1950,1
1750,1892,2898,457,0
1751,794,2985,2403,0
1752,3483,2183,1821,0
1753,3844,2892,2687,0
1754,2226,250,3127,0
1755,5691,3158,3178,0
1756,5842,1546,3010,0
1757,3877,3500,3292,0
1758,3506,662,623,0
1759,459,2626,948,1
1760,1096,1208,967,1
1761,893,2102,595,0
1762,4866,756,1,1
1763,1300,240,3553,1
1764,1083,274,2432,0
1765,5790,1639,80,0
1766,4047,2100,337,1
1767,1173,1900,3567,1
1768,5960,918,3062,1
1769,2739,1318,1961,1
1770,53,2993,2349,0
1771,3024,2960,2263,1
1772,3615,1932,1125,0
1773,5706,615,1505,1
1774,5164,968,2522,0
1775,798,405,3030,0
1776,3775,331,130,0
1777,213,290,1531,0
1778,2110,1036,3195,1
1779,2155,1582,2214,1
1780,5727,734,801,1
1781,391,976,497,1
1782,3221,1782,2343,0
1783,5471,2570,3523,1
1784,616,1643,2346,1
1785,373,3623,467,1
1786,3788,281,4,0
1787,3641,3237,3559,0
1788,130,900,2317,1
1789,3053,1953,1396,1
1790,463,586,2705,1
1791,5571,3291,3247,0
1792,2054,1019,2991,0
1793,5787,3604,634,1
1794,3176,3118,3663,0
1795,4494,1953,886,0
1796,1568,287,495,0
1797,2302,3141,3118,1
1798,4658,630,645,1
1799,5909,1183,3439,0
1800,3367,3062,868,0
1801,2198,3528,1266,1
1802,4553,164,176,0
1803,576,1019,3662,0
1804,1037,2469,2462,1
1805,4696,847,782,0
1806,1939,1743,2919,0
1807,3933,449,2182,0
1808,695,625,2194,1
1809,3837,949,304,0
1810,2809,1188,538,1
1811,1591,1125,476,1
1812,1729,1002,2379,1
1813,4632,274,20,0
1814,5058,3438,1075,1
1815,689,975,3398,1
1816,3348,85,2742,0
1817,715,2993,2133,0
1818,5593,1397,1713,0
1819,5657,240,3418,0
1820,5001,3261,1732,1
1821,482,933,3282,0
1822,5734,540,3415,0
1823,5749,734,2242,0
1824,3848,1772,3104,1
1825,902,532,3306,0
1826,4029,2160,3614,1
1827,4937,1822,40,1
1828,1281,2060,641,1
1829,4471,3154,3407,0
1830,901,3158,628,0
1831,2496,1078,2728,0
1832,4238,1612,510,1
1833,1205,2214,429,0
1834,1221,2281,3112,1
1835,508,1784,1984,0
1836,417,2330,2516,0
1837,2051,3234,1223,0
1838,4681,3370,788,1
1839,465,339,3648,0
1840,5807,423,2615,0
1841,3661,2628,363,0
1842,5232,202,3308,1
1843,3768,1189,1391,0
1844,3434,2209,641,1
1845,2787,3201,3423,1
1846,4817,2127,3400,1
1847,25,2332,1156,1
1848,2383,675,2798,0
1849,5970,2903,3541,1
1850,5460,126,1895,0
1851,3866,1069,1220,0
1852,1009,3572,3593,1
1853,140,19,3687,1
1854,319,3015,2624,0
1855,2975,1847,127,1
1856,3174,3308,299,1
1857,4337,539,1653,1
1858,60,1253,3046,0
1859,323,320,2017,0
1860,4908,782,3684,0
1861,4909,2241,3217,0
1862,3098,1656,698,0
1863,1507,2898,1775,0
1864,842,1585,3117,1
1865,5926,266,713,0
1866,3135,2055,1201,1
1867,795,479,860,0
1868,1705,334,1094,0
1869,5089,1397,1488,0
1870,4778,430,1,1
1871,255,1631,1755,0
1872,1327,2468,2336,0
1873,2231,45,3668,0
1874,5406,1232,2066,1
1875,3417,320,2010,0
1876,5298,3440,3108,0
1877,2685,3112,2376,0
1878,1882,615,2263,1
1879,4297,337,2781,0
1880,994,856,2585,0
1881,1358,1831,2608,1
1882,283,2602,3582,0
1883,3225,1359,2013,1
1884,4218,1517,3314,1
1885,5559,788,1839,0
1886,3889,2295,2555,1
1887,4980,1712,3294,0
1888,210,1563,3523,1
1889,4535,3200,2407,0
1890,5329,3098,3571,1
1891,4034,2971,1354,0
1892,779,3190,2738,0
1893,5755,13,3207,1
1894,530,1317,3663,1
1895,1980,1071,175,0
1896,5803,2507,1533,0
1897,4731,1759,3053,0
1898,3459,910,2781,1
1899,4705,791,3082,0
1900,5439,2307,532,1
1901,3339,763,761,1
1902,3521,3224,2478,0
1903,3188,822,1441,1
1904,1588,43,3141,1
1905,3415,1310,2617,0
1906,2374,3600,3287,0
1907,4301,1237,2768,0
1908,2145,313,2804,0
1909,759,2269,3216,1
1910,1512,2841,753,0
1911,826,3430,2151,0
1912,5472,2401,2131,0
1913,4176,2900,405,1
1914,1545,1823,3422,1
1915,3207,1774,3433,0
1916,2662,1852,2005,1
1917,1672,575,675,0
1918,4107,501,2000,0
1919,5217,3601,3604,1
1920,602,488,2783,1
1921,4508,219,1397,1
1922,3839,2966,2218,1
1923,3656,1137,3491,0
1924,3583,2241,2602,1
1925,5007,1392,1265,0
1926,5969,2980,840,1
1927,2254,3583,615,0
1928,2735,1010,2056,1
1929,2042,1926,96,0
1930,5384,1432,643,1
1931,4935,2693,2585,1
1932,1377,2118,2527,1
1933,3256,1103,129,1
1934,3822,2958,734,1
1935,3163,3403,1095,1
1936,5605,3480,3209,1
1937,2877,1227,561,0
1938,4932,1912,2718,1
1939,2708,595,3373,1
1940,2741,330,708,1
1941,3236,2485,2218,1
1942,3278,2908,1424,0
1943,3585,3335,1505,1
1944,3753,3061,3251,0
1945,1306,1897,1036,0
1946,3010,1839,3213,0
1947,679,1489,1173,1
1948,5251,802,2491,1
1949,5995,2135,2490,1
1950,741,156,2555,1
1951,1740,1671,155,1
1952,5324,2425,1047,0
1953,3131,3604,3447,0
1954,4006,3158,3678,0
1955,450,3373,66,0
1956,1981,1217,1962,1
1957,3325,1252,2723,0
1958,1392,3291,3635,1
1959,1057,2263,3666,1
1960,3077,3481,3005,1
1961,5247,1726,3140,0
1962,1670,2396,2560,1
1963,286,730,1203,0
1964,3518,2005,1972,1
1965,4433,3511,2223,0
1966,1855,291,1611,1
1967,1893,1440,1443,0
1968,854,1696,2947,0
1969,1409,2799,1692,1
1970,425,1885,1238,1
1971,2149,3093,1849,1
1972,3197,1227,3625,0
1973,1355,710,2405,0
1974,5615,1503,2334,0
1975,4959,2422,315,0
1976,612,2606,1715,1
1977,4115,123,3118,1
1978,2250,840,3522,0
1979,1141,3297,1720,0
1980,4859,1183,2909,0
1981,3835,1006,40,1
1982,5763,2432,1935,0
1983,2477,1438,2678,0
1984,4016,838,1464,0
1985,3707,1491,1690,1
1986,2660,678,186,0
1987,4757,1421,1609,0
1988,3410,1200,39,1
1989,5097,3284,618,0
1990,3724,2518,2215,1
1991,236,353,2862,0
1992,2277,1615,1267,0
1993,5016,2211,3649,0
1994,3932,1582,1095,1
1995,2344,1095,2718,0
1996,9,287,3154,0
1997,5590,1301,2797,1
1998,4443,3585,2009,1
1999,2441,3432,3523,1
2000,2679,1833,1423,0
2001,4130,1642,3084,0
2002,4391,783,3616,1
2003,2941,274,833,0
2004,1179,1305,1470,1
2005,1352,1066,206,0
2006,4468,3450,1338,1
2007,1405,2743,840,1
2008,2944,2971,223,1
2009,5705,2336,2313,1
2010,2530,1236,2455,1
2011,3451,2792,2532,1
2012,4248,3282,1305,1
2013,5829,1011,2784,0
2014,4122,950,2197,1
2015,4747,129,3660,0
2016,4142,1004,3155,1
2017,5675,628,876,1
2018,4449,3,405,1
2019,3209,1271,1819,0
2020,4560,2511,2684,0
2021,5418,1566,57,1
2022,1011,2973,368,1
2023,1875,2544,2705,1
2024,2631,1825,367,0
2025,4158,3142,2294,0
2026,4206,281,458,0
2027,1095,788,1999,0
2028,936,2099,169,0
2029,5697,223,2860,1
2030,2278,776,3551,0
2031,3117,2377,638,1
2032,3783,1793,3149,0
2033,964,2,621,1
2034,1100,1075,3488,0
2035,3016,3238,491,0
2036,1513,313,321,0
2037,5206,1175,1442,0
2038,1466,1252,1284,0
2039,4323,3532,1232,0
2040,226,3014,1629,1
2041,3148,2862,3263,0
2042,5809,2832,3263,0
2043,4225,1062,3345,0
2044,1652,331,2545,0
2045,978,1486,354,0
2046,5129,3248,1706,1
2047,1659,2425,1139,0
2048,2850,3647,255,1
2049,2892,1385,1913,0
2050,4671,2794,761,1
2051,3920,522,406,1
2052,2896,12,3151,1
2053,2141,3593,1755,0
2054,2352,2407,1174,0
2055,1062,60,70,0
2056,875,362,1006,1
2057,5085,3380,1874,1
2058,5881,1608,1094,0
2059,2072,2181,74,0
2060,3385,1358,1540,0
2061,906,1214,39,1
2062,2727,3447,3585,1
2063,995,3236,3579,0
2064,5039,3163,1101,0
2065,1396,3667,2296,0
2066,5443,2471,493,0
2067,1450,2241,3201,0
2068,2102,3061,301,0
2069,1567,1631,3161,0
2070,4459,1611,3264,0
2071,518,2656,2468,1
2072,3924,710,1279,0
2073,3274,124,1784,1
2074,4151,3308,1201,1
2075,4827,868,2264,0
2076,3966,3607,2254,1
2077,4548,2261,3300,0
2078,4013,3008,642,1
2079,2764,1156,52,1
2080,3014,2175,663,0
2081,6012,3166,1918,1
2082,2973,3184,3365,1
2083,4711,1366,397,1
2084,3715,318,2535,0
2085,2732,3589,3423,0
2086,3092,1759,1085,0
2087,2087,1227,1578,0
2088,177,1489,680,0
2089,3836,2761,639,1
2090,5922,374,1272,0
2091,573,2174,425,1
2092,3358,3067,3163,1
2093,299,2800,1310,0
2094,5469,3292,1365,1
2095,1751,887,279,1
2096,3940,2491,398,0
2097,4372,71,2288,0
2098,349,3291,708,0
2099,5425,2330,649,0
2100,4232,3172,2431,1
2101,4431,2768,361,1
2102,836,3614,1872,1
2103,2643,3522,836,0
2104,4327,2490,2226,0
2105,4708,2599,1339,0
2106,45,423,2714,0
2107,440,708,2993,1
2108,3751,597,3113,1
2109,111,2301,3195,1
2110,1272,2482,313,1
2111,5099,2462,1633,0
2112,1665,538,164,1
2113,5041,1459,549,1
2114,4851,1125,436,1
2115,71,342,3094,0
2116,3699,1700,1083,1
2117,2125,809,3353,1
2118,4742,3264,278,1
2119,4172,541,3635,0
2120,1785,1095,1181,0
2121,5798,3224,1750,0
2122,3999,2507,3388,0
2123,5323,3350,2411,0
2124,4896,2661,343,0
2125,1949,718,3309,0
2126,5940,3583,1629,0
2127,3157,749,2925,0
2128,1018,2440,1149,0
2129,2665,2143,1586,0
2130,686,705,3402,1
2131,3167,1197,1710,1
2132,5165,2425,1926,0
2133,4596,531,882,0
2134,3202,3694,1388,0
2135,265,524,3532,1
2136,1293,134,2862,1
2137,5288,2082,517,1
2138,5852,866,1132,0
2139,1942,1374,1164,1
2140,4001,2164,72,1
2141,1542,222,1448,0
2142,1082,931,112,0
2143,306,3418,2912,0
2144,2520,2803,545,0
2145,5821,433,2096,0
2146,5367,1684,823,0
2147,279,643,745,1
2148,4294,36,557,0
2149,1504,299,668,0
2150,4495,1596,708,1
2151,4797,1584,267,0
2152,2832,1069,639,1
2153,1645,223,205,0
2154,977,1502,1084,0
2155,1572,3705,3490,0
2156,346,750,2369,1
2157,4031,1572,706,1
2158,553,1656,291,0
2159,5630,1525,1319,1
2160,4100,1632,2524,1
2161,4108,1858,124,1
2162,2963,353,2211,1
2163,2556,3388,3675,1
2164,5376,1045,240,1
2165,5702,75,2985,0
2166,565,3195,1468,0
2167,262,2908,2061,0
2168,2614,2327,2370,0
2169,1056,1513,2192,1
2170,5075,682,1840,0
2171,5822,2875,1268,1
2172,310,1531,1071,1
2173,3303,1937,368,1
2174,4051,1141,538,1
2175,5936,663,2855,1
2176,5084,223,1556,0
2177,4417,2288,146,0
2178,1225,908,1419,1
2179,3408,3103,817,1
2180,2927,2300,1620,0
2181,3481,2818,676,1
2182,5397,3459,274,1
2183,3972,1952,854,1
2184,5354,1673,1611,1
2185,1035,575,2559,0
2186,5210,2855,1922,0
