,UserID,Item1,Item2,bitClassification
1133,4081,1487,161,1
1134,4916,109,3523,1
1135,3021,3500,3667,0
1136,477,2035,343,1
1137,2904,2877,3457,0
1138,784,1780,574,1
1139,436,1155,3606,1
1140,833,2602,809,0
1141,4389,199,734,1
1142,3418,3112,1900,1
1143,1422,1173,1759,1
1144,4017,1642,1076,0
1145,780,2425,25,1
1146,4828,1710,1026,1
1147,2070,3335,1807,0
1148,4453,241,1524,0
1149,3685,915,3472,0
1150,4396,1076,222,1
1151,464,2386,2009,1
1152,5372,1644,2476,1
1153,5158,3670,2538,1
1154,4684,836,2446,0
1155,5921,1982,2102,0
1156,2997,641,2411,0
1157,1220,2837,3329,1
1158,2600,2071,242,1
1159,3830,2427,733,1
1160,3631,313,1210,0
1161,911,3224,838,0
1162,4847,314,299,0
1163,2448,3567,307,0
1164,5004,3334,2282,1
1165,5229,672,1617,1
1166,3062,1806,338,1
1167,5818,3198,938,0
1168,2795,3584,1639,0
1169,2974,2400,2050,0
1170,2989,3547,745,0
1171,4674,256,1707,1
1172,222,2314,1342,1
1173,269,1397,2016,0
1174,3050,2843,3528,1
1175,4880,127,1553,0
1176,2207,2071,3353,1
1177,581,2379,2605,0
1178,429,2101,2107,1
1179,2340,1701,3289,0
1180,4084,853,806,0
1181,3985,2563,2073,1
1182,975,281,14,0
1183,5126,2870,2682,1
1184,398,1574,1281,1
1185,1534,2592,412,1
1186,491,2400,56,0
1187,381,3666,3150,0
1188,3166,222,3667,0
1189,5508,1828,1611,1
1190,492,3634,1293,1
1191,848,840,512,0
1192,5462,2431,3198,1
1193,2538,1867,829,0
1194,678,292,2935,1
1195,3103,3408,2832,1
1196,3935,962,1662,1
1197,1524,782,3344,0
1198,4692,1230,3686,0
1199,7,1748,1621,1
1200,2308,428,2401,1
1201,4376,749,2248,1
1202,1846,1007,511,1
1203,4869,109,3280,1
1204,5643,3486,359,0
1205,3741,6,2868,1
1206,5382,1773,3127,0
1207,4201,1307,2099,1
1208,4198,3304,3018,0
1209,1984,2101,1693,1
1210,3083,1601,1350,0
1211,1317,1997,1769,0
1212,5424,842,3064,0
1213,1717,2863,963,0
1214,3875,3200,3615,0
1215,1924,1381,2425,1
1216,2285,995,406,1
1217,248,1320,847,1
1218,1688,2102,1087,1
1219,3257,352,2313,1
1220,4402,2880,1828,0
1221,196,920,2608,0
1222,3603,1253,60,1
1223,2032,736,1644,0
1224,4544,3615,995,1
1225,364,2295,1550,1
1226,2937,2913,2697,1
1227,184,3614,2356,0
1228,4551,2524,880,0
1229,4002,1394,1577,0
1230,4872,1553,297,0
1231,847,557,788,0
1232,1186,1502,2868,1
1233,3870,3145,2386,1
1234,1951,222,538,1
1235,6001,790,3154,1
1236,4230,359,710,0
1237,1093,223,2990,0
1238,1916,14,1546,1
1239,3115,127,848,0
1240,3553,988,3216,1
1241,2171,2386,1879,0
1242,5447,1677,3349,0
1243,873,829,2888,1
1244,4243,2793,1171,0
1245,5925,220,3346,1
1246,4936,2710,814,1
1247,4894,1112,3490,0
1248,5916,1556,3671,1
1249,5147,406,3689,0
1250,2956,3687,3685,0
1251,4153,1439,1461,1
1252,3040,517,2830,1
1253,2437,2708,3276,1
1254,3067,840,838,0
1255,3860,1140,2462,1
1256,2982,2789,269,0
1257,740,3537,1678,1
1258,5344,2214,1357,1
1259,39,633,1697,1
1260,3692,3016,2430,1
1261,4342,1907,1743,0
1262,5175,1158,1,1
1263,3853,1164,1436,0
1264,947,1512,1068,1
1265,309,1064,1993,1
1266,4930,2660,3036,0
1267,5772,1622,408,1
1268,5429,856,1677,1
1269,5989,1704,3166,0
1270,668,339,2850,0
1271,5301,1344,1057,0
1272,4913,859,2238,0
1273,1992,1071,3297,0
1274,1152,2580,50,1
1275,2238,85,60,1
1276,4931,748,1071,1
1277,1909,3224,863,0
1278,4934,2270,557,1
1279,3635,1189,1324,0
1280,738,2106,686,1
1281,2096,60,1849,0
1282,3695,1436,2257,1
1283,5707,3110,3301,1
1284,461,575,2899,1
1285,2378,2013,1238,0
1286,5808,50,3370,1
1287,3488,912,1507,0
1288,4474,2626,320,1
1289,1149,1982,249,1
1290,2173,1705,2217,0
1291,5303,161,3677,0
1292,6004,359,3446,0
1293,5317,350,2535,1
1294,5738,198,471,1
1295,2245,2282,1037,1
1296,5820,3571,463,0
1297,1449,1725,3069,0
1298,5465,409,3510,0
1299,4819,1909,1007,0
1300,1733,358,3080,1
1301,2689,1307,833,1
1302,1459,679,3573,1
1303,4987,1174,127,1
1304,5802,1503,3163,1
1305,908,811,2986,1
1306,729,405,1264,0
1307,3127,2707,1618,1
1308,4288,1239,3634,0
1309,2678,3557,2768,1
1310,1124,3678,1568,0
1311,3885,3522,562,1
1312,999,301,1749,0
1313,4907,1094,2110,1
1314,2460,3003,876,1
1315,4349,2987,538,1
1316,4972,1003,2562,0
1317,5978,467,2832,1
1318,1917,1396,3263,0
1319,4500,3429,3127,1
1320,5143,1957,1529,1
1321,763,2333,2705,1
1322,5231,2862,3614,1
1323,4781,1431,557,1
1324,474,125,3704,0
1325,3283,1078,2880,0
1326,2615,408,3532,0
1327,4796,199,2862,1
1328,4193,3113,197,0
1329,1356,406,538,0
1330,4042,582,1662,1
1331,4649,540,2445,0
1332,5423,2047,1924,0
1333,5731,510,244,0
1334,3064,1728,1621,1
1335,3478,528,1594,1
1336,788,3062,583,1
1337,5566,517,2793,1
1338,2803,3211,564,0
1339,909,343,3132,1
1340,3260,2268,3582,0
1341,1376,1886,305,1
1342,4749,1743,301,1
1343,1216,1611,1083,0
1344,5230,1399,1595,0
1345,350,2986,2983,0
1346,2838,3118,2058,0
1347,3659,2131,2507,0
1348,600,685,2333,1
1349,3712,2986,299,1
1350,1227,127,449,0
1351,2421,2248,397,1
1352,418,1062,1621,0
1353,4753,490,3532,1
1354,1309,1712,1040,1
1355,5885,583,2764,1
1356,673,1508,2657,0
1357,5683,1911,1534,1
1358,36,1424,1693,0
1359,5292,3402,3062,1
1360,424,3003,2028,1
1361,5877,533,274,1
1362,766,1784,2013,1
1363,1189,1220,839,1
1364,4550,2431,2868,0
1365,5795,3500,155,1
1366,2222,1601,261,0
1367,1502,781,3567,1
1368,815,3287,3398,1
1369,725,1813,183,0
1370,1879,2146,2836,0
1371,682,2735,3408,0
1372,4709,2390,2419,0
1373,5459,1833,2473,1
1374,4533,2375,847,0
1375,2120,60,57,0
1376,1460,2868,664,0
1377,4595,1603,2830,0
1378,5886,1380,2411,0
1379,1621,1618,3330,0
1380,517,2652,1894,0
1381,2395,1736,3172,1
1382,5629,1577,3492,1
1383,2077,405,57,0
1384,1899,3634,406,1
1385,1613,3098,2422,1
1386,4441,281,983,1
1387,5639,920,408,1
1388,2450,1503,1116,0
1389,1350,548,127,1
1390,2653,1858,782,0
1391,62,1307,2279,0
1392,5869,170,2797,1
1393,5817,3627,3523,1
1394,1508,3171,1268,1
1395,2593,3595,3136,1
1396,5104,532,2789,0
1397,430,463,1329,0
1398,5572,405,1771,0
1399,4854,1898,305,1
1400,2220,3241,1678,1
1401,1247,896,3127,1
1402,4667,1620,3267,0
1403,4912,1589,2023,1
1404,2370,312,1253,1
1405,5684,3365,1380,0
1406,4149,1567,966,1
1407,3323,3112,357,0
1408,2849,1095,3015,0
1409,3229,2768,2793,0
1410,3268,1833,1436,0
1411,3237,833,1154,1
1412,5522,1768,125,1
1413,2432,298,1360,0
1414,4519,665,1099,1
1415,90,938,517,1
1416,5546,3419,3224,1
1417,2055,2409,2681,1
1418,4864,1007,1225,0
1419,2243,2066,2919,0
1420,3126,1398,1687,0
1421,5576,3228,2462,1
1422,3570,2330,3393,1
1423,2389,39,2899,0
1424,1457,1404,3299,0
1425,5427,3128,2445,0
1426,4188,1011,1596,1
1427,1333,161,102,1
1428,2449,1529,1697,0
1429,2056,3353,127,0
1430,2872,1281,1677,1
1431,325,1756,3598,1
1432,3079,2255,1785,0
1433,3398,2700,993,0
1434,4835,307,260,1
1435,1217,1630,1805,1
1436,3963,2993,2229,0
1437,105,2909,2263,1
1438,1854,60,3615,1
1439,5892,1598,1111,1
1440,4134,406,1281,0
1441,3084,1461,2632,0
1442,2456,2796,1611,1
1443,3291,369,458,0
1444,4795,549,3567,1
1445,4977,2163,3248,0
1446,3579,1419,1912,0
1447,5548,2862,2163,0
1448,2988,1321,1705,1
1449,4253,359,274,1
1450,4330,2491,3267,1
1451,1852,313,2673,0
1452,4981,566,2288,0
1453,2824,1329,1611,1
1454,5781,2400,139,0
1455,4606,1677,2431,1
1456,427,2920,1556,1
1457,2242,541,1533,0
1458,1127,3430,2905,1
1459,63,1529,1918,0
1460,659,3541,312,0
1461,2274,2800,2099,1
1462,4338,467,2582,1
1463,326,1173,3314,0
1464,4554,1659,2242,1
1465,1514,260,1167,0
1466,4881,2287,2888,0
1467,268,712,2333,1
1468,1656,1344,2165,0
1469,4780,1277,1872,1
1470,3356,1095,3652,0
1471,2551,1199,1459,0
1472,3673,3137,1594,0
1473,5125,3608,1237,1
1474,1815,3694,115,0
1475,4724,2883,2956,1
1476,567,2037,1227,0
1477,4430,18,1349,0
1478,3338,3198,313,1
1479,1864,925,320,0
1480,5917,1628,3593,1
1481,4637,2818,510,1
1482,640,2946,439,1
1483,4211,2642,2557,1
1484,3447,1693,2010,0
1485,2134,2382,3658,1
1486,5679,2836,1800,1
1487,2666,2971,1946,0
1488,4703,501,1156,1
1489,4306,2248,3697,0
1490,613,1848,1183,0
1491,5162,3373,1912,0
1492,1667,1926,2491,0
1493,4229,60,708,1
1494,1452,2249,1273,1
1495,6031,1144,397,0
1496,1137,1900,2462,0
1497,3341,644,3208,1
1498,1496,2393,1385,1
1499,3387,2013,102,0
1500,3109,2563,853,0
1501,2967,1900,3541,0
1502,152,1396,1487,0
1503,1031,602,532,1
1504,257,557,745,0
1505,4600,780,1630,0
1506,1047,1174,533,0
1507,97,1130,2102,1
1508,2970,1221,676,1
1509,4983,1076,1684,0
1510,153,1011,672,0
1511,1813,1010,2969,0
1512,2300,1755,3214,0
1513,2847,1732,949,0
1514,1034,2304,2194,1
1515,5419,2166,751,1
1516,1727,3213,1256,0
1517,495,3145,1045,0
1518,5544,2535,1344,1
1519,3301,3112,2008,0
1520,5208,3702,1997,1
1521,5516,1069,2913,1
1522,3027,406,3387,0
1523,5879,353,3687,0
1524,2135,2226,3398,0
1525,1194,2410,880,1
1526,3223,1611,609,0
1527,4892,3187,278,1
1528,3172,1786,284,1
1529,4255,3155,1611,1
1530,5913,3523,1373,0
1531,2606,2221,2878,0
1532,1694,3128,3418,1
1533,4633,192,2777,0
1534,3343,1566,773,1
1535,3377,3106,3158,1
1536,3023,1486,3523,1
1537,5458,2892,3411,0
1538,607,3163,3069,0
1539,2635,320,809,0
1540,4590,734,2019,0
1541,1661,749,1117,1
1542,131,421,3547,1
1543,3170,3275,606,1
1544,1944,1487,170,1
1545,5604,1156,3635,1
1546,5426,1387,2102,1
1547,3419,1611,1274,0
1548,4888,403,2151,1
1549,1195,630,2381,0
1550,4527,405,3150,0
1551,1188,3627,634,1
1552,2521,1281,1788,0
1553,2068,1662,2375,0
1554,2569,1662,3346,0
1555,2763,2697,1360,0
1556,2693,1098,220,1
1557,5631,814,102,0
1558,2651,1071,2513,0
1559,5669,840,2473,1
1560,4537,882,1848,1
1561,38,2447,2025,1
1562,3742,776,274,1
1563,87,349,2107,1
1564,513,1833,3235,0
1565,809,3240,917,0
1566,4286,49,1003,0
1567,2994,609,290,1
1568,3995,3284,3437,1
1569,4558,281,161,1
1570,200,3148,3414,0
1571,5911,3196,2998,0
1572,5358,325,1584,1
1573,5102,1661,371,1
1574,2740,3112,1224,1
1575,4279,2506,320,0
1576,1811,842,2908,0
1577,5776,512,3005,1
1578,1635,3224,3158,1
1579,812,3127,366,0
1580,1130,971,2632,1
1581,957,406,2830,0
1582,2294,1738,3550,0
1583,3141,2827,2348,0
1584,5131,1684,930,0
1585,4191,2308,2529,1
1586,2681,1869,935,0
1587,1451,701,3477,1
1588,3632,2862,968,0
1589,5022,1286,2257,1
1590,1366,3604,1611,0
1591,3811,1553,538,1
1592,186,2832,1985,0
1593,2185,3585,2765,1
1594,2779,1719,3062,1
1595,1671,473,453,0
1596,3479,901,1886,0
1597,5110,1386,982,1
1598,5827,1661,1972,1
1599,5468,2330,135,0
1600,1886,3667,1723,1
1601,4240,1772,566,0
1602,383,604,1892,0
1603,5228,1684,1869,0
1604,1119,595,1438,0
1605,3988,3504,962,1
1606,3455,1858,425,1
1607,967,3124,2475,0
1608,2980,1858,1642,1
1609,2959,2043,3467,1
1610,3473,1653,841,0
1611,4885,1794,1037,1
1612,2574,1130,1336,1
1613,5392,2107,449,1
1614,4285,2013,313,1
1615,4390,3209,476,1
1616,166,646,1584,1
1617,1970,3142,1967,0
1618,4798,1768,1785,0
1619,528,1081,3287,0
1620,2616,751,3576,0
1621,3676,1559,3163,1
1622,3931,1926,538,0
1623,3428,2193,1557,1
1624,1956,875,3104,1
1625,1943,1146,195,1
1626,2333,449,135,0
1627,3029,2115,3446,0
1628,4505,540,838,1
1629,1586,3319,565,0
1630,5680,1642,1825,0
1631,2391,2119,654,0
1632,2886,2582,2447,0
1633,4302,1476,924,0
1634,454,2028,476,1
1635,3713,2632,962,1
1636,4354,681,2240,1
1637,4773,2639,2986,0
1638,5377,2530,193,0
1639,4351,740,2382,1
1640,1833,3016,476,1
1641,2030,1900,3303,1
1642,542,1872,3253,1
1643,4702,1743,632,0
1644,1888,2730,1872,0
1645,4205,3081,986,1
1646,2783,1872,1341,1
1647,948,531,2088,1
1648,5780,1922,127,1
1649,2503,1546,1892,1
1650,706,473,1462,0
1651,3760,1896,3635,1
1652,5239,3289,1833,1
1653,5407,186,3428,1
1654,4150,3112,170,0
1655,4675,1162,905,0
1656,3302,2056,3035,0
1657,2706,2450,3249,0
1658,4752,2832,1819,0
1659,3466,3312,2705,1
1660,1106,3486,3063,0
1661,2558,1423,56,1
1662,3978,1213,1529,1
1663,1463,299,2261,0
1664,4579,2473,1695,1
1665,5332,2190,3001,0
1666,3294,1555,1787,0
1667,3550,1768,4,0
1668,5048,244,2765,1
1669,1294,860,1037,1
1670,2605,920,2110,1
1671,4420,1529,1740,0
1672,2239,1167,533,0
1673,437,2946,1469,0
1674,1530,18,1075,0
1675,685,1993,2071,0
1676,2726,281,1381,0
1677,5464,1900,1684,0
1678,4915,1723,473,1
1679,2736,3054,271,1
1680,3306,1577,1439,1
1681,5402,2664,413,0
1682,3852,926,2852,0
1683,4732,2524,240,0
1684,5186,935,3274,0
1685,4131,602,2883,0
1686,1819,2000,2375,1
1687,2806,417,2675,0
1688,866,52,1441,0
1689,3693,2682,606,0
1690,3726,1331,290,1
1691,5334,2584,3635,1
1692,3120,939,621,0
1693,2059,2783,1614,1
1694,6026,449,1285,0
1695,1816,1877,2815,1
1696,2270,811,858,1
1697,2009,3477,1465,1
1698,392,3128,2407,1
1699,5393,634,1993,1
1700,588,1113,1900,0
1701,3998,62,2400,1
1702,5624,1910,170,1
1703,2199,767,2570,0
1704,4524,3037,2744,1
1705,1415,3187,1564,0
1706,2085,664,2814,0
1707,4400,1585,2796,0
1708,4365,2305,3085,0
1709,331,814,1990,0
1710,1922,1712,1046,0
1711,5012,860,494,1
1712,5528,3128,815,0
1713,4511,3666,3573,0
1714,5499,1128,3102,1
1715,4569,3301,2080,1
1716,4583,896,2718,1
1717,1282,2257,838,0
1718,4969,838,281,1
1719,468,2815,3106,0
1720,4328,79,3476,0
1721,5238,2116,315,1
1722,4807,1934,3125,1
1723,1214,2375,3118,1
1724,3887,1909,1601,1
1725,3545,1759,288,0
1726,5015,1556,1601,1
1727,2050,2567,1438,1
1728,2585,349,3431,1
1729,1946,164,1653,1
1730,3054,986,995,0
1731,846,2282,2046,0
1732,5139,1619,794,0
1733,800,1611,3164,0
1734,1003,1832,3640,0
1735,2468,408,2783,1
1736,4763,3423,1955,0
1737,5674,408,1957,0
1738,4223,606,770,0
1739,5442,457,564,1
1740,1182,1784,2986,1
1741,1265,1900,2990,0
1742,4030,814,1186,0
1743,2943,3063,3180,0
1744,3259,2935,242,0
1745,3287,129,1677,0
1746,162,49,1834,1
1747,2717,1555,3669,1
1748,1032,423,3390,1
1749,684,639,1397,1
1750,1892,602,281,1
1751,794,3238,2796,0
1752,3483,265,2931,0
1753,3844,291,781,1
1754,2226,1227,575,1
1755,5691,962,3349,0
1756,5842,2582,3185,0
1757,3877,996,1255,1
1758,3506,1622,2531,1
1759,459,3625,2267,0
1760,1096,1788,1598,1
1761,893,1584,1097,0
1762,4866,2518,2532,1
1763,1300,183,1918,0
1764,1083,2504,1380,1
1765,5790,2783,3574,1
1766,4047,3290,3332,0
1767,1173,3079,1888,1
1768,5960,1833,3532,0
1769,2739,1500,374,1
1770,53,3354,2701,1
1771,3024,3411,2151,1
1772,3615,1280,2462,1
1773,5706,449,1235,0
1774,5164,157,3003,1
1775,798,3689,780,0
1776,3775,1435,3227,0
1777,213,2160,1154,1
1778,2110,1190,2287,1
1779,2155,854,1433,0
1780,5727,1622,639,1
1781,391,2476,814,1
1782,3221,3098,697,1
1783,5471,517,788,0
1784,616,1348,3345,0
1785,373,2739,3571,0
1786,3788,1185,1662,1
1787,3641,2339,1338,1
1788,130,3195,604,1
1789,3053,3337,718,1
1790,463,870,838,0
1791,5571,1261,1239,1
1792,2054,3605,1207,0
1793,5787,702,2229,1
1794,3176,2086,968,0
1795,4494,2112,54,1
1796,1568,1254,958,0
1797,2302,1569,56,0
1798,4658,65,2673,1
1799,5909,2308,2407,0
1800,3367,2993,3127,0
1801,2198,1431,371,1
1802,4553,3474,2846,0
1803,576,1898,1913,0
1804,1037,2871,281,1
1805,4696,249,2892,0
1806,1939,2805,3195,1
1807,3933,1825,2643,0
1808,695,2532,450,0
1809,3837,412,56,0
1810,2809,60,2005,0
1811,1591,3646,2647,1
1812,1729,1810,2608,1
1813,4632,3019,3009,1
1814,5058,3614,2744,1
1815,689,2192,1089,1
1816,3348,1815,2815,1
1817,715,3373,3536,0
1818,5593,3072,1529,1
1819,5657,1438,3435,1
1820,5001,3614,189,0
1821,482,541,2431,1
1822,5734,2205,962,1
1823,5749,1965,2380,0
1824,3848,1384,408,1
1825,902,1380,964,1
1826,4029,751,2656,0
1827,4937,2754,745,1
1828,1281,2711,2254,1
1829,4471,1639,449,1
1830,901,1313,3062,0
1831,2496,3335,2951,1
1832,4238,1117,1759,1
1833,1205,40,3571,0
1834,1221,1080,1190,0
1835,508,1982,706,1
1836,417,604,1447,1
1837,2051,775,467,0
1838,4681,751,3211,0
1839,465,1310,896,0
1840,5807,2371,1986,0
1841,3661,508,3171,0
1842,5232,1747,3197,0
1843,3768,2462,320,0
1844,3434,710,1428,1
1845,2787,406,3671,0
1846,4817,406,877,0
1847,25,1874,1703,0
1848,2383,3373,2282,0
1849,5970,1953,2035,0
1850,5460,2246,2446,0
1851,3866,3381,2333,1
1852,1009,2010,788,0
1853,140,3373,281,1
1854,319,951,745,0
1855,2975,254,14,1
1856,3174,91,307,1
1857,4337,1002,1677,0
1858,60,494,1203,0
1859,323,1431,2696,0
1860,4908,1003,1689,0
1861,4909,1430,241,1
1862,3098,933,2627,0
1863,1507,3424,3260,0
1864,842,1111,1324,1
1865,5926,577,3585,1
1866,3135,3127,1662,1
1867,795,3564,3268,0
1868,1705,3186,2390,1
1869,5089,751,2567,1
1870,4778,240,2432,0
1871,255,2985,3500,1
1872,1327,287,1875,0
1873,2231,2860,681,1
1874,5406,2880,75,0
1875,3417,274,1423,0
1876,5298,3573,151,1
1877,2685,1171,1524,1
1878,1882,3151,1173,1
1879,4297,1986,2608,0
1880,994,1253,641,0
1881,1358,3296,708,1
1882,283,2705,3349,1
1883,3225,2862,2254,0
1884,4218,2394,1095,1
1885,5559,3180,298,0
1886,3889,580,3667,1
1887,4980,3523,645,0
1888,210,3634,3050,0
1889,4535,388,460,0
1890,5329,1003,540,0
1891,4034,2073,2379,1
1892,779,290,845,0
1893,5755,1704,3665,0
1894,530,2326,3053,0
1895,1980,1460,734,0
1896,5803,1907,1453,1
1897,4731,1190,40,0
1898,3459,1527,3681,1
1899,4705,2324,920,1
1900,5439,538,2830,1
1901,3339,1695,2407,0
1902,3521,1899,2697,1
1903,3188,314,1707,0
1904,1588,2088,859,1
1905,3415,3640,1603,1
1906,2374,1221,1730,0
1907,4301,2705,2101,1
1908,2145,2936,3429,1
1909,759,1584,1289,0
1910,1512,1187,320,1
1911,826,3230,3288,1
1912,5472,1286,3026,0
1913,4176,1753,3023,1
1914,1545,1075,1056,0
1915,3207,2375,3263,1
1916,2662,408,2919,0
1917,1672,3214,2913,0
1918,4107,3484,3408,0
1919,5217,334,2821,0
1920,602,814,2888,0
1921,4508,1820,241,1
1922,3839,1438,2637,0
1923,3656,2124,2007,0
1924,3583,3085,3528,0
1925,5007,2699,2137,1
1926,5969,241,3062,1
1927,2254,539,2332,0
1928,2735,2246,2388,0
1929,2042,759,3107,1
1930,5384,3698,629,0
1931,4935,962,1461,1
1932,1377,2417,319,1
1933,3256,3497,149,1
1934,3822,934,75,1
1935,3163,2432,2757,1
1936,5605,242,3321,0
1937,2877,2112,982,1
1938,4932,1128,1432,0
1939,2708,1239,405,1
1940,2741,1907,3176,0
1941,3236,1923,2099,1
1942,3278,2380,2016,1
1943,3585,223,1771,0
1944,3753,1096,2772,1
1945,1306,854,1662,0
1946,3010,1692,3667,0
1947,679,1156,1990,0
1948,5251,2705,1558,0
1949,5995,3223,3246,1
1950,741,3319,557,1
1951,1740,380,476,0
1952,5324,3163,60,1
1953,3131,2697,1083,0
1954,4006,1153,3233,0
1955,450,408,2744,0
1956,1981,859,706,0
1957,3325,2602,2158,0
1958,1392,764,1567,1
1959,1057,638,3538,0
1960,3077,2022,726,1
1961,5247,2570,2760,1
1962,1670,406,1591,0
1963,286,2102,305,0
1964,3518,170,1621,1
1965,4433,448,359,1
1966,1855,1190,3172,0
1967,1893,2990,1203,0
1968,854,299,3110,0
1969,1409,3268,1775,1
1970,425,1045,1849,1
1971,2149,3666,1432,0
1972,3197,3444,391,1
1973,1355,258,638,1
1974,5615,2436,2980,1
1975,4959,3329,2010,0
1976,612,3234,1872,1
1977,4115,1424,1246,0
1978,2250,115,986,1
1979,1141,2956,2483,1
1980,4859,3062,1791,0
1981,3835,982,287,1
1982,5763,32,1934,0
1983,2477,1870,366,1
1984,4016,3351,2028,0
1985,3707,1662,3299,0
1986,2660,2758,366,1
1987,4757,1588,1201,0
1988,3410,2640,1357,1
1989,5097,2205,1900,1
1990,3724,2227,566,0
1991,236,3062,1712,0
1992,2277,918,2261,1
1993,5016,2980,1147,1
1994,3932,2993,3217,0
1995,2344,2029,1918,0
1996,9,1171,339,1
1997,5590,1305,2901,1
1998,4443,3476,851,0
1999,2441,734,2796,0
2000,2679,2706,3124,1
2001,4130,1236,2050,0
2002,4391,2402,3547,1
2003,2941,1906,1492,1
2004,1179,60,2491,0
2005,1352,2231,3390,0
2006,4468,320,3103,0
2007,1405,3605,809,1
2008,2944,1486,1190,1
2009,5705,1868,2763,1
2010,2530,2697,463,0
2011,3451,2507,337,0
2012,4248,240,532,1
2013,5829,2028,1311,0
2014,4122,3527,260,0
2015,4747,1484,1224,1
2016,4142,2407,3367,0
2017,5675,1630,2183,1
2018,4449,2077,3215,0
2019,3209,2797,1040,0
2020,4560,639,532,1
2021,5418,3604,2099,1
2022,1011,3333,1307,0
2023,1875,2375,8,1
2024,2631,1368,2388,0
2025,4158,383,3476,0
2026,4206,2959,1631,1
2027,1095,1959,299,1
2028,936,2313,1855,1
2029,5697,1987,1225,1
2030,2278,647,2301,0
2031,3117,3626,2532,1
2032,3783,3604,1201,1
2033,964,1360,3226,0
2034,1100,531,2220,0
2035,3016,648,2994,0
2036,1513,3062,1199,0
2037,5206,734,3246,1
2038,1466,3146,410,1
2039,4323,734,2697,0
2040,226,218,361,1
2041,3148,3127,2070,0
2042,5809,3318,281,1
2043,4225,2990,1670,0
2044,1652,1385,169,0
2045,978,2411,1895,0
2046,5129,1183,3673,0
2047,1659,2803,1874,1
2048,2850,2375,334,1
2049,2892,3296,1371,1
2050,4671,412,3208,1
2051,3920,307,899,0
2052,2896,320,2223,0
2053,2141,1992,3276,0
2054,2352,1310,3666,0
2055,1062,2765,2660,1
2056,875,1068,3214,1
2057,5085,1190,324,0
2058,5881,359,2016,0
2059,2072,276,833,1
2060,3385,2936,749,1
2061,906,2416,3698,1
2062,2727,3208,1185,0
2063,995,1461,6,0
2064,5039,405,2394,0
2065,1396,3334,3163,1
2066,5443,2060,645,0
2067,1450,917,1128,1
2068,2102,3354,2664,1
2069,1567,3652,1534,0
2070,4459,1807,1156,1
2071,518,428,3150,1
2072,3924,2192,3128,0
2073,3274,3003,583,0
2074,4151,406,538,0
2075,4827,1220,1874,0
2076,3966,1820,3214,0
2077,4548,2397,226,1
2078,4013,1384,243,1
2079,2764,1677,3147,0
2080,3014,3667,3118,1
2081,6012,6,512,0
2082,2973,342,3015,1
2083,4711,763,2193,0
2084,3715,2246,1583,1
2085,2732,241,6,0
2086,3092,1692,2282,1
2087,2087,1972,3146,1
2088,177,3148,1670,1
2089,3836,1014,838,1
2090,5922,3215,1153,1
2091,573,3012,14,1
2092,3358,2953,1075,1
2093,299,3432,3200,1
2094,5469,3129,2578,0
2095,1751,1661,2228,0
2096,3940,718,838,1
2097,4372,35,634,1
2098,349,1041,3571,1
2099,5425,1726,2102,1
2100,4232,2400,1002,1
2101,4431,1066,1772,1
2102,836,2570,2830,1
2103,2643,1860,895,0
2104,4327,1005,2178,1
2105,4708,1604,845,0
2106,45,696,3627,1
2107,440,2073,2241,1
2108,3751,549,2118,0
2109,111,459,3146,0
2110,1272,49,1987,0
2111,5099,532,3003,0
2112,1665,481,826,0
2113,5041,2763,1385,0
2114,4851,2749,1338,1
2115,71,2920,1752,1
2116,3699,3154,2466,1
2117,2125,1726,995,1
2118,4742,1601,469,0
2119,4172,2419,476,1
2120,1785,220,2803,0
2121,5798,1225,3575,0
2122,3999,406,2032,0
2123,5323,1524,2054,0
2124,4896,3675,3352,1
2125,1949,1522,301,0
2126,5940,1308,209,1
2127,3157,3062,2676,0
2128,1018,1946,3405,1
2129,2665,2901,3541,1
2130,686,452,3373,1
2131,3167,2951,3125,1
2132,5165,2527,1,0
2133,4596,2491,2983,0
2134,3202,2697,1849,0
2135,265,2557,1424,1
2136,1293,183,3533,1
2137,5288,641,3279,1
2138,5852,2840,3332,1
2139,1942,296,1953,1
2140,4001,3373,2263,0
2141,1542,2379,1659,0
2142,1082,603,2425,1
2143,306,406,2603,1
2144,2520,1317,1003,1
2145,5821,3500,2580,1
2146,5367,1595,3444,1
2147,279,490,3423,1
2148,4294,3112,2880,0
2149,1504,1438,2211,1
2150,4495,3541,1511,0
2151,4797,1162,558,0
2152,2832,1529,2936,1
2153,1645,14,1360,1
2154,977,2047,1172,1
2155,1572,1047,1004,0
2156,346,3374,2524,1
2157,4031,2652,1111,1
2158,553,1483,1307,1
2159,5630,3444,942,0
2160,4100,174,535,1
2161,4108,2375,3117,0
2162,2963,952,1557,1
2163,2556,2827,532,1
2164,5376,767,260,1
2165,5702,634,2339,0
2166,565,1833,1014,1
2167,262,532,3214,0
2168,2614,654,310,0
2169,1056,3698,726,1
2170,5075,331,403,0
2171,5822,3415,911,0
2172,310,2333,855,1
2173,3303,1712,297,1
2174,4051,1428,2090,1
2175,5936,223,3687,0
2176,5084,3209,859,1
2177,4417,201,1832,1
2178,1225,1424,1190,1
2179,3408,3423,152,0
2180,2927,226,3301,0
2181,3481,127,1239,1
2182,5397,3266,2407,1
2183,3972,2060,3350,1
2184,5354,2205,2381,1
2185,1035,313,732,1
2186,5210,541,814,0
